transaction_id,customer_id,kyc_verified,account_age_days,transaction_amount,channel,timestamp,is_fraud
TXN_200054,CUST_693,Yes,665,14948,ATM,2025-08-21 17:24:03,0
TXN_200055,CUST_354,Yes,598,7265,Mobile,2025-08-01 07:18:19,0
TXN_200056,CUST_232,Yes,2206,5637,Mobile,2025-08-09 14:30:05,0
TXN_200057,CUST_755,Yes,151,14898,Mobile,2025-08-03 15:31:07,0
TXN_200058,CUST_184,Yes,1645,5804,Mobile,2025-08-10 05:37:29,0
TXN_200059,CUST_782,No,1596,9134,Mobile,2025-08-17 22:30:51,0
TXN_200060,CUST_389,No,391,2865,Mobile,2025-08-15 18:21:30,0
TXN_200061,CUST_100,Yes,93,199623,Web,2025-08-17 05:17:53,0
TXN_200062,CUST_211,No,1177,8878,Web,2025-08-20 20:43:07,0
TXN_200063,CUST_609,Yes,1205,147306,Web,2025-08-11 19:55:08,1
TXN_200064,CUST_720,Yes,802,12726,Web,2025-08-12 07:14:15,0
TXN_200065,CUST_430,Yes,478,113523,Mobile,2025-08-14 02:28:54,0
TXN_200066,CUST_795,Yes,1184,16143,ATM,2025-08-20 10:34:52,0
TXN_200067,CUST_496,Yes,1340,8264,ATM,2025-08-13 08:35:08,0
TXN_200068,CUST_267,Yes,2662,3935,Web,2025-08-14 00:38:36,0
TXN_200069,CUST_140,Yes,2998,11163,Web,2025-08-21 12:30:49,0
TXN_200070,CUST_334,Yes,2378,9180,POS,2025-08-19 01:59:25,0
TXN_200071,CUST_742,Yes,662,11904,Mobile,2025-08-13 15:34:41,0
TXN_200072,CUST_267,Yes,1472,16214,POS,2025-08-07 21:36:20,0
TXN_200073,CUST_747,Yes,520,71155,Mobile,2025-08-23 01:17:43,0
TXN_200074,CUST_709,Yes,2069,11108,POS,2025-08-05 01:24:00,0
TXN_200075,CUST_393,Yes,1562,11995,POS,2025-08-07 17:11:45,0
TXN_200076,CUST_565,Yes,1639,23769,Mobile,2025-08-25 16:23:23,0
TXN_200077,CUST_162,Yes,505,7286,Mobile,2025-08-09 23:27:39,0
TXN_200078,CUST_216,Yes,1854,7302,ATM,2025-08-20 07:06:27,0
TXN_200079,CUST_541,Yes,2737,5926,Mobile,2025-08-22 19:07:55,0
TXN_200080,CUST_660,Yes,790,4549,Mobile,2025-08-19 21:18:31,0
TXN_200081,CUST_575,Yes,817,9287,Mobile,2025-08-24 15:06:59,0
TXN_200082,CUST_413,Yes,982,11106,Mobile,2025-08-09 16:43:23,0
TXN_200083,CUST_458,Yes,1037,182977,Web,2025-08-12 20:54:55,1
TXN_200084,CUST_495,Yes,227,4506,POS,2025-08-15 17:53:40,0
TXN_200085,CUST_584,Yes,2175,6119,Web,2025-08-06 12:39:40,0
TXN_200086,CUST_105,Yes,2361,2431,POS,2025-08-14 05:04:59,0
TXN_200087,CUST_607,Yes,1164,7118,Mobile,2025-08-05 16:25:09,0
TXN_200088,CUST_779,Yes,1464,5805,Mobile,2025-08-25 06:05:00,0
TXN_200089,CUST_743,Yes,1653,17510,Mobile,2025-08-15 00:02:59,0
TXN_200090,CUST_217,No,12,7872,Mobile,2025-08-13 18:17:11,0
TXN_200091,CUST_540,Yes,1244,17962,Mobile,2025-08-01 14:46:42,0
TXN_200092,CUST_257,Yes,1376,2943,Mobile,2025-08-06 16:44:20,0
TXN_200093,CUST_658,Yes,2482,3275,Web,2025-08-09 08:45:11,0
TXN_200094,CUST_512,Yes,2945,15935,Mobile,2025-08-17 13:58:23,0
TXN_200095,CUST_251,Yes,392,3622,Web,2025-08-02 22:36:43,0
TXN_200096,CUST_771,Yes,1546,9152,Web,2025-08-12 14:52:09,0
TXN_200097,CUST_479,Yes,60,295368,Mobile,2025-08-14 16:22:58,0
TXN_200098,CUST_626,Yes,915,9755,Mobile,2025-08-14 03:55:39,0
TXN_200099,CUST_350,Yes,2300,8927,Web,2025-08-02 15:15:46,0
TXN_200100,CUST_341,Yes,2221,2975,Mobile,2025-08-04 02:38:16,0
TXN_200101,CUST_469,Yes,1494,9944,Mobile,2025-08-16 00:25:26,0
TXN_200102,CUST_376,Yes,1669,11256,POS,2025-08-07 11:31:14,0
TXN_200103,CUST_307,Yes,621,71680,POS,2025-08-04 12:24:09,0
TXN_200104,CUST_179,Yes,1407,9688,Web,2025-08-21 08:32:42,0
TXN_200105,CUST_391,No,219,31541,Mobile,2025-08-18 20:22:29,1
TXN_200106,CUST_137,Yes,670,10896,POS,2025-08-08 13:44:41,0
TXN_200107,CUST_321,Yes,2723,282778,Web,2025-08-15 22:17:26,0
TXN_200108,CUST_773,Yes,732,21880,ATM,2025-08-24 14:59:18,0
TXN_200109,CUST_354,Yes,570,7732,Mobile,2025-08-14 09:18:55,0
TXN_200110,CUST_691,No,2919,6016,Mobile,2025-08-11 05:36:07,0
TXN_200111,CUST_494,Yes,1771,17738,POS,2025-08-10 05:26:18,0
TXN_200112,CUST_782,Yes,1206,28044,ATM,2025-08-06 14:07:09,0
TXN_200113,CUST_491,Yes,2832,11674,Mobile,2025-08-10 01:32:00,0
TXN_200114,CUST_713,Yes,626,9692,ATM,2025-08-16 00:39:32,0
TXN_200115,CUST_467,Yes,535,181337,Web,2025-08-24 17:54:13,0
TXN_200116,CUST_445,Yes,2948,19526,Web,2025-08-18 16:01:18,0
TXN_200117,CUST_319,Yes,2237,9034,POS,2025-08-19 06:52:02,0
TXN_200118,CUST_290,Yes,71,5219,Web,2025-08-06 17:10:53,0
TXN_200119,CUST_106,Yes,1753,7301,Mobile,2025-08-06 22:18:23,0
TXN_200120,CUST_471,Yes,2102,8548,Mobile,2025-08-03 05:33:40,0
TXN_200121,CUST_446,No,1741,16998,Mobile,2025-08-15 12:51:39,1
TXN_200122,CUST_488,Yes,30,9454,POS,2025-08-19 17:01:06,0
TXN_200123,CUST_416,Yes,1044,5438,POS,2025-08-10 05:56:51,0
TXN_200124,CUST_676,Yes,1330,5265,Mobile,2025-08-16 23:05:05,0
TXN_200125,CUST_422,Yes,1120,14686,ATM,2025-08-05 02:30:55,0
TXN_200126,CUST_522,Yes,2439,211389,Web,2025-08-22 05:37:42,0
TXN_200127,CUST_637,Yes,2159,25541,POS,2025-08-08 06:17:33,0
TXN_200128,CUST_654,Yes,2691,17085,Mobile,2025-08-02 15:38:42,0
TXN_200129,CUST_455,Yes,1518,7095,POS,2025-08-09 07:12:09,0
TXN_200130,CUST_351,Yes,2036,11983,ATM,2025-08-23 18:12:32,0
TXN_200131,CUST_642,Yes,923,67492,Web,2025-08-04 07:44:20,0
TXN_200132,CUST_437,Yes,1344,5274,Mobile,2025-08-06 19:22:57,0
TXN_200133,CUST_695,Yes,1097,23975,Mobile,2025-08-13 23:29:09,0
TXN_200134,CUST_499,No,1330,7378,POS,2025-08-15 23:04:27,1
TXN_200135,CUST_234,Yes,1669,4855,Web,2025-08-11 10:53:59,0
TXN_200136,CUST_301,Yes,320,3636,Web,2025-08-21 04:41:42,0
TXN_200137,CUST_306,Yes,1793,15227,Web,2025-08-01 08:35:11,0
TXN_200138,CUST_227,Yes,224,14821,Mobile,2025-08-15 03:31:53,0
TXN_200139,CUST_689,Yes,1670,13969,POS,2025-08-12 03:10:45,0
TXN_200140,CUST_603,Yes,2080,9528,POS,2025-08-11 21:46:10,0
TXN_200141,CUST_712,Yes,1094,54692,Web,2025-08-16 19:57:21,0
TXN_200142,CUST_734,Yes,2766,250746,Web,2025-08-03 17:38:35,1
TXN_200143,CUST_402,Yes,1269,6238,Web,2025-08-15 08:18:48,0
TXN_200144,CUST_378,Yes,2230,5092,Web,2025-08-18 02:00:09,0
TXN_200145,CUST_464,No,2957,5803,POS,2025-08-20 07:01:59,0
TXN_200146,CUST_309,Yes,93,13251,Mobile,2025-08-14 08:33:15,0
TXN_200147,CUST_146,No,2038,13905,Mobile,2025-08-01 05:31:29,0
TXN_200148,CUST_615,Yes,779,220769,Mobile,2025-08-05 06:57:18,0
TXN_200149,CUST_440,Yes,1368,17004,Mobile,2025-08-19 18:02:14,0
TXN_200150,CUST_781,Yes,2964,4939,Mobile,2025-08-10 09:44:23,0
TXN_200151,CUST_225,Yes,1073,214332,Web,2025-08-18 03:59:21,0
TXN_200152,CUST_382,Yes,2707,15175,Mobile,2025-08-06 19:55:40,0
TXN_200153,CUST_507,Yes,1391,11856,POS,2025-08-16 21:17:00,0
TXN_200154,CUST_139,Yes,1870,9926,Mobile,2025-08-05 07:40:06,0
TXN_200155,CUST_327,Yes,861,6685,ATM,2025-08-02 12:04:53,0
TXN_200156,CUST_650,Yes,1212,14779,Web,2025-08-08 05:45:30,0
TXN_200157,CUST_398,Yes,2304,10358,Mobile,2025-08-21 06:59:58,0
TXN_200158,CUST_692,Yes,2235,16827,Mobile,2025-08-03 00:13:20,0
TXN_200159,CUST_393,Yes,712,6612,Web,2025-08-11 15:05:01,0
TXN_200160,CUST_316,Yes,791,8666,Mobile,2025-08-15 09:32:05,0
TXN_200161,CUST_165,Yes,1858,10606,Web,2025-08-05 21:14:49,0
TXN_200162,CUST_260,Yes,265,8062,Mobile,2025-08-10 20:12:20,0
TXN_200163,CUST_299,Yes,851,4667,POS,2025-08-20 03:01:47,0
TXN_200164,CUST_374,Yes,2603,88718,Mobile,2025-08-10 08:31:37,0
TXN_200165,CUST_323,Yes,2130,16228,Web,2025-08-14 02:32:53,0
TXN_200166,CUST_521,Yes,148,4178,Mobile,2025-08-03 11:46:04,0
TXN_200167,CUST_407,Yes,273,12568,Web,2025-08-18 06:45:45,0
TXN_200168,CUST_481,Yes,1954,16039,ATM,2025-08-23 18:49:53,0
TXN_200169,CUST_688,Yes,488,3275,Web,2025-08-17 16:10:54,0
TXN_200170,CUST_649,Yes,2435,57077,Mobile,2025-08-01 14:18:56,0
TXN_200171,CUST_514,Yes,816,238078,Mobile,2025-08-15 13:04:58,0
TXN_200172,CUST_557,Yes,2397,7353,Web,2025-08-05 19:22:34,0
TXN_200173,CUST_602,Yes,1490,6953,Mobile,2025-08-14 23:16:38,0
TXN_200174,CUST_128,Yes,201,22150,Web,2025-08-08 12:45:05,0
TXN_200175,CUST_382,No,518,15951,Mobile,2025-08-09 07:58:44,0
TXN_200176,CUST_225,Yes,296,6251,Mobile,2025-08-12 07:17:54,0
TXN_200177,CUST_125,Yes,2840,5391,ATM,2025-08-02 09:39:37,0
TXN_200178,CUST_193,Yes,647,44200,Mobile,2025-08-03 10:29:29,0
TXN_200179,CUST_745,Yes,1637,6924,POS,2025-08-16 21:51:53,0
TXN_200180,CUST_716,Yes,2813,2790,Mobile,2025-08-21 15:42:55,0
TXN_200181,CUST_354,Yes,2738,14044,Mobile,2025-08-11 15:23:14,0
TXN_200182,CUST_200,Yes,593,240547,Mobile,2025-08-11 07:09:02,0
TXN_200183,CUST_109,Yes,554,3622,Mobile,2025-08-12 00:06:42,0
TXN_200184,CUST_767,No,2919,4711,POS,2025-08-17 20:50:08,0
TXN_200185,CUST_283,Yes,1829,169114,Web,2025-08-12 12:43:15,0
TXN_200186,CUST_576,Yes,2187,8286,ATM,2025-08-19 14:11:40,0
TXN_200187,CUST_739,Yes,2242,12027,POS,2025-08-18 06:52:17,0
TXN_200188,CUST_544,Yes,992,16410,Web,2025-08-23 05:32:32,0
TXN_200189,CUST_707,Yes,2994,6519,Web,2025-08-12 02:31:31,0
TXN_200190,CUST_175,Yes,2746,208729,Mobile,2025-08-25 20:59:48,0
TXN_200191,CUST_243,Yes,302,5425,Mobile,2025-08-17 11:43:19,0
TXN_200192,CUST_480,Yes,1631,8735,POS,2025-08-19 13:23:45,0
TXN_200193,CUST_189,Yes,2008,4133,Mobile,2025-08-02 18:25:46,0
TXN_200194,CUST_654,Yes,2671,3488,Web,2025-08-11 07:05:08,0
TXN_200195,CUST_423,Yes,730,20389,ATM,2025-08-23 16:40:09,0
TXN_200196,CUST_102,Yes,507,15459,ATM,2025-08-18 09:01:15,0
TXN_200197,CUST_774,Yes,2556,11966,Mobile,2025-08-23 15:30:37,0
TXN_200198,CUST_609,Yes,2245,262690,Mobile,2025-08-05 13:36:16,0
TXN_200199,CUST_599,Yes,902,12215,ATM,2025-08-03 18:17:31,0
TXN_200200,CUST_439,Yes,455,283092,POS,2025-08-16 11:18:39,0
TXN_200201,CUST_345,No,746,20015,Mobile,2025-08-05 20:57:12,0
TXN_200202,CUST_706,Yes,2178,19922,Mobile,2025-08-20 10:01:36,0
TXN_200203,CUST_397,Yes,2296,8055,Mobile,2025-08-25 10:30:03,0
TXN_200204,CUST_459,Yes,2103,73151,Web,2025-08-02 08:58:54,0
TXN_200205,CUST_524,Yes,883,5040,Web,2025-08-18 04:32:00,0
TXN_200206,CUST_179,Yes,2257,249301,Web,2025-08-22 02:13:53,1
TXN_200207,CUST_325,Yes,1975,4534,Mobile,2025-08-25 15:56:52,0
TXN_200208,CUST_161,Yes,188,13177,Web,2025-08-21 08:15:16,0
TXN_200209,CUST_741,No,68,22083,Mobile,2025-08-07 04:29:44,0
TXN_200210,CUST_762,No,1250,8796,Web,2025-08-03 23:22:07,0
TXN_200211,CUST_216,Yes,2193,2264,Web,2025-08-17 23:25:05,0
TXN_200212,CUST_541,Yes,2198,5534,Web,2025-08-08 12:07:32,0
TXN_200213,CUST_184,Yes,2109,12034,Mobile,2025-08-23 09:21:15,0
TXN_200214,CUST_481,Yes,1628,7427,ATM,2025-08-20 17:39:20,0
TXN_200215,CUST_530,Yes,1505,124465,Mobile,2025-08-08 21:24:08,1
TXN_200216,CUST_483,Yes,890,13865,Mobile,2025-08-10 15:01:55,0
TXN_200217,CUST_364,No,932,4220,Mobile,2025-08-10 23:22:58,0
TXN_200218,CUST_342,Yes,356,191220,Mobile,2025-08-16 17:36:21,0
TXN_200219,CUST_794,Yes,152,45566,Mobile,2025-08-21 18:18:04,0
TXN_200220,CUST_693,Yes,1727,13894,Web,2025-08-18 08:11:12,0
TXN_200221,CUST_300,Yes,1437,5806,Mobile,2025-08-10 13:46:19,0
TXN_200222,CUST_786,Yes,29,296549,POS,2025-08-01 07:22:37,0
TXN_200223,CUST_257,Yes,558,6532,Web,2025-08-12 03:36:57,0
TXN_200224,CUST_596,Yes,46,4204,ATM,2025-08-14 14:01:21,0
TXN_200225,CUST_164,Yes,2992,4695,Mobile,2025-08-06 16:12:54,0
TXN_200226,CUST_172,Yes,1155,6670,POS,2025-08-22 18:36:42,0
TXN_200227,CUST_365,Yes,14,14864,Web,2025-08-22 08:49:05,0
TXN_200228,CUST_223,Yes,2119,4489,Mobile,2025-08-20 22:41:07,0
TXN_200229,CUST_358,Yes,2236,3500,Web,2025-08-06 17:51:59,0
TXN_200230,CUST_601,Yes,342,3125,Mobile,2025-08-11 09:00:48,0
TXN_200231,CUST_108,Yes,71,4529,POS,2025-08-14 08:11:58,0
TXN_200232,CUST_357,Yes,1963,15680,POS,2025-08-21 17:14:30,0
TXN_200233,CUST_149,Yes,2062,7791,Web,2025-08-13 20:17:12,0
TXN_200234,CUST_105,Yes,973,5225,Web,2025-08-11 11:29:55,0
TXN_200235,CUST_604,Yes,1018,8148,Web,2025-08-06 21:35:34,0
TXN_200236,CUST_216,Yes,752,284352,Web,2025-08-18 10:45:34,0
TXN_200237,CUST_227,Yes,1050,78086,Web,2025-08-12 00:51:06,0
TXN_200238,CUST_454,Yes,769,16129,ATM,2025-08-09 11:54:03,1
TXN_200239,CUST_371,Yes,2787,3086,POS,2025-08-11 16:51:01,0
TXN_200240,CUST_657,Yes,1582,2541,Mobile,2025-08-17 03:06:04,0
TXN_200241,CUST_680,Yes,359,4373,ATM,2025-08-16 11:42:54,0
TXN_200242,CUST_547,No,1356,12433,Web,2025-08-08 13:07:19,0
TXN_200243,CUST_183,No,840,14464,Mobile,2025-08-21 12:16:47,1
TXN_200244,CUST_709,Yes,2252,9562,Web,2025-08-04 01:23:36,0
TXN_200245,CUST_431,Yes,322,4200,POS,2025-08-16 08:21:15,0
TXN_200246,CUST_266,Yes,2269,5294,Web,2025-08-09 02:37:49,0
TXN_200247,CUST_341,Yes,888,10626,Mobile,2025-08-23 23:16:43,0
TXN_200248,CUST_737,No,1401,8931,POS,2025-08-20 09:26:28,1
TXN_200249,CUST_408,Yes,1316,41062,Web,2025-08-23 22:20:28,1
TXN_200250,CUST_632,Yes,1325,4028,POS,2025-08-08 17:11:17,0
TXN_200251,CUST_642,Yes,2892,203537,Web,2025-08-03 16:00:45,0
TXN_200252,CUST_691,Yes,265,7077,Web,2025-08-11 21:38:43,0
TXN_200253,CUST_700,Yes,1083,35048,POS,2025-08-15 01:12:04,0
TXN_200254,CUST_570,Yes,2211,29670,Web,2025-08-16 18:16:04,0
TXN_200255,CUST_657,Yes,724,19605,ATM,2025-08-19 12:22:06,0
TXN_200256,CUST_143,Yes,1211,283710,POS,2025-08-22 01:41:04,1
TXN_200257,CUST_784,Yes,1557,133139,Web,2025-08-20 03:49:00,0
TXN_200258,CUST_481,Yes,307,5735,POS,2025-08-20 09:02:48,0
TXN_200259,CUST_320,Yes,999,8114,Web,2025-08-14 05:07:25,0
TXN_200260,CUST_422,Yes,1428,6721,POS,2025-08-14 21:29:43,1
TXN_200261,CUST_476,Yes,2981,98866,Mobile,2025-08-09 22:08:39,0
TXN_200262,CUST_337,Yes,1865,201044,Mobile,2025-08-10 15:22:38,1
TXN_200263,CUST_498,Yes,2396,4332,Mobile,2025-08-16 00:39:21,0
TXN_200264,CUST_674,Yes,1425,7132,Mobile,2025-08-18 07:28:08,0
TXN_200265,CUST_207,Yes,2391,5954,Web,2025-08-12 16:09:59,0
TXN_200266,CUST_673,No,730,9313,Mobile,2025-08-25 11:58:43,0
TXN_200267,CUST_540,Yes,332,1225,POS,2025-08-15 08:47:38,0
TXN_200268,CUST_743,Yes,2320,285036,Mobile,2025-08-24 08:41:14,0
TXN_200269,CUST_335,No,1491,7987,Mobile,2025-08-15 05:45:30,0
TXN_200270,CUST_601,Yes,16,170914,Web,2025-08-14 18:45:37,0
TXN_200271,CUST_636,Yes,20,2355,Web,2025-08-24 23:00:53,0
TXN_200272,CUST_477,Yes,725,6845,Web,2025-08-15 13:17:39,0
TXN_200273,CUST_555,No,1040,10785,Web,2025-08-18 15:51:04,0
TXN_200274,CUST_223,Yes,203,15349,ATM,2025-08-17 08:56:55,0
TXN_200275,CUST_683,Yes,2652,259437,ATM,2025-08-16 17:37:22,0
TXN_200276,CUST_262,Yes,2789,233171,Mobile,2025-08-10 05:12:44,0
TXN_200277,CUST_464,Yes,2498,43848,Web,2025-08-15 00:33:35,0
TXN_200278,CUST_511,No,527,9241,Web,2025-08-21 22:37:04,1
TXN_200279,CUST_497,Yes,2724,4827,Mobile,2025-08-11 01:24:01,0
TXN_200280,CUST_518,Yes,1567,5874,ATM,2025-08-11 20:31:54,0
TXN_200281,CUST_491,Yes,2175,294174,POS,2025-08-18 06:59:17,0
TXN_200282,CUST_424,Yes,1666,9519,Web,2025-08-03 08:59:33,0
TXN_200283,CUST_522,No,1815,8660,Web,2025-08-05 20:41:44,0
TXN_200284,CUST_736,Yes,2856,280221,POS,2025-08-09 16:17:38,0
TXN_200285,CUST_558,Yes,96,24488,Mobile,2025-08-21 07:31:21,0
TXN_200286,CUST_649,Yes,2004,7599,Web,2025-08-08 04:29:20,0
TXN_200287,CUST_478,Yes,2054,54564,Web,2025-08-08 10:21:58,0
TXN_200288,CUST_319,No,2477,177836,Mobile,2025-08-02 10:01:35,1
TXN_200289,CUST_787,No,2537,26653,Mobile,2025-08-19 08:23:11,0
TXN_200290,CUST_255,Yes,465,12730,POS,2025-08-17 23:49:55,0
TXN_200291,CUST_547,Yes,2418,5839,Mobile,2025-08-14 18:28:00,0
TXN_200292,CUST_477,Yes,2223,5772,Mobile,2025-08-03 15:01:57,0
TXN_200293,CUST_257,No,2908,6948,Mobile,2025-08-01 19:56:40,1
TXN_200294,CUST_370,Yes,943,225017,Web,2025-08-07 16:13:32,1
TXN_200295,CUST_642,Yes,2823,7759,POS,2025-08-19 02:24:09,0
TXN_200296,CUST_353,Yes,1922,6861,Mobile,2025-08-15 23:52:59,0
TXN_200297,CUST_367,Yes,72,6492,Mobile,2025-08-24 01:53:22,0
TXN_200298,CUST_157,Yes,1542,12765,Mobile,2025-08-04 20:29:47,0
TXN_200299,CUST_622,No,2938,8979,Mobile,2025-08-01 16:48:54,0
TXN_200300,CUST_547,Yes,563,85887,Web,2025-08-19 16:02:45,0
TXN_200301,CUST_705,Yes,104,3740,Mobile,2025-08-03 22:19:29,0
TXN_200302,CUST_686,No,159,7439,Web,2025-08-05 14:57:32,1
TXN_200303,CUST_442,Yes,2868,10162,Mobile,2025-08-13 17:50:54,0
TXN_200304,CUST_462,Yes,1326,2983,POS,2025-08-14 10:14:27,0
TXN_200305,CUST_131,Yes,2285,7438,Mobile,2025-08-13 04:03:56,0
TXN_200306,CUST_784,Yes,196,12112,Mobile,2025-08-01 13:37:10,0
TXN_200307,CUST_106,Yes,2737,2967,Web,2025-08-06 13:59:30,0
TXN_200308,CUST_425,Yes,2689,20628,Mobile,2025-08-16 09:05:12,0
TXN_200309,CUST_743,Yes,1611,15559,Web,2025-08-13 13:18:05,1
TXN_200310,CUST_482,Yes,1290,39055,Mobile,2025-08-16 15:16:43,0
TXN_200311,CUST_505,Yes,1219,9470,Web,2025-08-07 00:13:50,0
TXN_200312,CUST_496,Yes,2177,5239,Mobile,2025-08-22 13:35:51,0
TXN_200313,CUST_497,Yes,684,6309,Mobile,2025-08-23 15:35:46,0
TXN_200314,CUST_356,No,1915,39633,Web,2025-08-16 04:24:29,0
TXN_200315,CUST_219,Yes,632,8315,Mobile,2025-08-25 12:10:08,0
TXN_200316,CUST_685,No,2608,6858,Web,2025-08-11 14:18:25,1
TXN_200317,CUST_497,No,484,15458,Web,2025-08-18 07:55:52,1
TXN_200318,CUST_171,Yes,2009,19776,Web,2025-08-17 21:12:01,0
TXN_200319,CUST_446,No,2894,13371,Mobile,2025-08-13 05:23:43,1
TXN_200320,CUST_791,Yes,1481,7384,POS,2025-08-03 15:50:05,0
TXN_200321,CUST_189,Yes,2796,4618,ATM,2025-08-25 13:19:38,0
TXN_200322,CUST_706,Yes,697,3336,Mobile,2025-08-08 04:35:20,0
TXN_200323,CUST_276,Yes,526,7614,Web,2025-08-24 23:09:15,0
TXN_200324,CUST_716,Yes,2410,291854,Mobile,2025-08-19 12:13:59,0
TXN_200325,CUST_123,Yes,2138,3567,Mobile,2025-08-03 01:30:24,0
TXN_200326,CUST_588,Yes,2420,5845,POS,2025-08-23 08:21:16,0
TXN_200327,CUST_402,Yes,2921,9302,ATM,2025-08-17 06:31:31,0
TXN_200328,CUST_135,Yes,2609,191216,Web,2025-08-08 22:36:01,0
TXN_200329,CUST_469,Yes,157,4865,Web,2025-08-08 06:05:54,0
TXN_200330,CUST_440,No,2759,7886,Web,2025-08-22 09:52:40,1
TXN_200331,CUST_596,Yes,2246,12979,Web,2025-08-20 12:10:58,0
TXN_200332,CUST_713,Yes,832,1113,Mobile,2025-08-07 02:25:17,0
TXN_200333,CUST_576,Yes,1276,5942,POS,2025-08-09 15:47:43,0
TXN_200334,CUST_609,Yes,2065,11225,Mobile,2025-08-15 09:58:59,0
TXN_200335,CUST_195,Yes,2742,214496,Web,2025-08-24 17:22:31,1
